,area,id,parent_id,group,analysis_year,has_agriculture,has_buildings,has_coastline,has_cold_network,has_electricity_storage,has_employment,has_fce,has_industry,has_lignite,has_merit_order,has_metal,has_mountains,has_old_technologies,has_other,has_solar_csp,has_import_export,use_network_calculations,use_merit_order_demands,has_weather_curves,has_aggregated_chemical_industry,has_detailed_chemical_industry,has_coal_oil_for_heating_built_environment,buildings_insulation_employment_constant,households_insulation_employment_constant,co2_emission_1990_aviation_bunkers,co2_emission_1990_marine_bunkers,co2_percentage_free,co2_price,offshore_ccs_potential_mt_per_year,economic_multiplier,employment_fraction_production,employment_local_fraction,man_hours_per_man_year,lv_net_spare_capacity,lv_net_total_costs_present,lv_net_costs_per_capacity_step,lv_net_capacity_per_step,mv_net_spare_capacity,mv_net_total_costs_present,mv_net_costs_per_capacity_step,mv_net_capacity_per_step,hv_net_spare_capacity,hv_net_total_costs_present,hv_net_costs_per_capacity_step,hv_net_capacity_per_step,lv_mv_trafo_spare_capacity,lv_mv_trafo_total_costs_present,lv_mv_trafo_costs_per_capacity_step,lv_mv_trafo_capacity_per_step,mv_hv_trafo_spare_capacity,mv_hv_trafo_total_costs_present,mv_hv_trafo_costs_per_capacity_step,mv_hv_trafo_capacity_per_step,interconnection_net_costs_present,offshore_net_costs_present,flh_solar_pv_solar_radiation_max,hydrogen_electrolysis_solar_pv_capacity_ratio,insulation_detached_houses_low_share,insulation_detached_houses_medium_share,insulation_detached_houses_high_share,insulation_apartments_low_share,insulation_apartments_medium_share,insulation_apartments_high_share,insulation_semi_detached_houses_low_share,insulation_semi_detached_houses_medium_share,insulation_semi_detached_houses_high_share,insulation_corner_houses_low_share,insulation_corner_houses_medium_share,insulation_corner_houses_high_share,insulation_terraced_houses_low_share,insulation_terraced_houses_medium_share,insulation_terraced_houses_high_share,insulation_detached_houses_start_value,insulation_semi_detached_houses_start_value,insulation_apartments_start_value,insulation_corner_houses_start_value,insulation_terraced_houses_start_value,insulation_buildings_start_value,typical_roof_surface_corner_house_available_for_pv,typical_roof_surface_terraced_house_available_for_pv,typical_roof_surface_detached_house_available_for_pv,typical_roof_surface_semi_detached_house_available_for_pv,typical_roof_surface_apartment_available_for_pv,typical_useful_demand_space_heating_corner_house,typical_useful_demand_space_heating_detached_house,typical_useful_demand_space_heating_semi_detached_house,typical_useful_demand_space_heating_terraced_house,typical_useful_demand_space_heating_apartment,heat_demand_reduction_medium_insulation_corner_house,heat_demand_reduction_medium_insulation_detached_house,heat_demand_reduction_medium_insulation_semi_detached_house,heat_demand_reduction_medium_insulation_terraced_house,heat_demand_reduction_medium_insulation_apartments,heat_demand_reduction_high_insulation_corner_house,heat_demand_reduction_high_insulation_detached_house,heat_demand_reduction_high_insulation_semi_detached_house,heat_demand_reduction_high_insulation_terraced_house,heat_demand_reduction_high_insulation_apartments,heat_demand_reduction_high_insulation_buildings,heat_share_of_apartments_with_block_heating,heat_households_indoor_pipelines_investment_costs_with_block_heating_eur,heat_households_indoor_pipelines_investment_costs_without_block_heating_eur,heat_buildings_indoor_investment_costs_eur_per_kw,heat_buildings_heat_meter_investment_costs_eur_per_kw,heat_buildings_heat_meter_investment_costs_eur_per_connection,heat_exchanger_station_investment_costs_eur_per_kw,heat_sub_station_investment_costs_eur_per_kw,heat_distribution_pipelines_investment_costs_eur_per_meter,heat_length_of_distribution_pipelines_in_meter_per_residence_object_first_bracket,heat_length_of_distribution_pipelines_in_meter_per_residence_object_second_bracket,heat_length_of_distribution_pipelines_in_meter_per_residence_object_third_bracket,heat_length_of_distribution_pipelines_in_meter_per_residence_object_fourth_bracket,heat_length_of_distribution_pipelines_in_meter_per_residence_object_fifth_bracket,heat_length_of_connection_pipelines_in_meter_per_residence_first_bracket,heat_length_of_connection_pipelines_in_meter_per_residence_second_bracket,heat_length_of_connection_pipelines_in_meter_per_residence_third_bracket,heat_length_of_connection_pipelines_in_meter_per_residence_fourth_bracket,heat_length_of_connection_pipelines_in_meter_per_residence_fifth_bracket,heat_primary_pipelines_investment_costs_per_kw,heat_yearly_indoor_infrastructure_maintenance_costs_factor,heat_yearly_outdoor_infrastructure_maintenance_costs_factor,electric_vehicle_profile_1_share,electric_vehicle_profile_2_share,electric_vehicle_profile_3_share,electric_vehicle_profile_4_share,electric_vehicle_profile_5_share,solar_pv_profile_1_share,solar_pv_profile_2_share,annual_infrastructure_cost_gas,areable_land,co2_emission_1990,coast_line,interconnector_capacity,total_land_area,number_of_buildings,number_of_cars,number_of_residences,number_of_inhabitants,offshore_suitable_for_wind,residences_roof_surface_available_for_pv,buildings_roof_surface_available_for_pv,other_emission_agriculture,other_emission_built_environment,other_emission_transport,other_emission_industry_energy,number_of_detached_houses,number_of_apartments,number_of_semi_detached_houses,number_of_corner_houses,number_of_terraced_houses,init,base_dataset,scaling,uses_deprecated_initializer_inputs,derived,last_updated_at,useable
10,GM0707_zederik,900,900,municipality,2016,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,460967.064611744,18320.0,0.02,0.25,396143.571127535,138000.0,0.2,0.25,232788.36763525,72800.0,0.2,0.25,164219.516771712,4000.0,0.02,0.25,138290.119378028,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.5217391304347826,0.4782608695652174,0.0,0.46875,0.53125,0.0,0.6538461538461539,0.34615384615384615,0.0,0.08695652173913043,0.9130434782608696,0.0,0.3225806451612903,0.6774193548387097,0.0,11.0,9.0,17.0,21.0,21.0,46.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,8.4,8.9,9.4,11.7,15.9,9.2,9.8,10.5,11.9,14.6,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0524562320011006,65.01,0.137536605804448,0.0,60000.0,73.46,770.0,7146.0,5500.0,13718.0,40.0646147739105,0.109721280306527,0.0548606401532633,0.0703866594,0.00054209674468,0.00178446353,0.000361832924042,1569.1756272401433,600.2688172043011,862.4551971326165,978.763440860215,1489.336917562724,{},nl,"{'area_attribute': 'number_of_residences', 'value': 5500, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
11,PV30_noord_brabant,100080,100080,province,2018,True,True,True,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,127280666.234345,18320.0,0.02,0.25,109381822.538739,138000.0,0.2,0.25,64276736.450089,72800.0,0.2,0.25,45343737.347029,4000.0,0.02,0.25,38184199.868786,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.46034782608695657,0.5396521739130434,0.0,0.39095625,0.60904375,0.0,0.5462692307692307,0.45373076923076927,0.0,0.11352173913043481,0.8864782608695652,0.0,0.3222129032258065,0.6777870967741935,0.0,12.411999999999999,11.797,19.4894,20.389,21.0114,45.6803,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,6.139472,6.92405,7.60872,8.599947,11.18602,4.911209,6.106276,7.072644,8.10298,10.156959,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,213.57245553616227,3017.06,21.784216,2.872,60000.0,4908.27,85731.0,1367465.0,1116102.0,2528286.0,12500.0,23.747173,11.873587,3.483682,0.096575,0.17708,0.656491,183431.3637,265608.837858,114205.13715,168715.55883,384141.10246200004,{},nl2018,"{'area_attribute': 'number_of_residences', 'value': 1116102, 'base_value': 7587964}",False,True,2020-12-14T10:19:55.000+00:00,True
12,RGNH01_ijmond_zuid_kennemerland,556,556,region,2016,True,True,True,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,35870763.619685,18320.0,0.02,0.25,30826437.483863,138000.0,0.2,0.25,18114735.628433,72800.0,0.2,0.25,12778959.539807,4000.0,0.02,0.25,10761229.085478,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.5116826086956522,0.4883173913043478,0.0,0.46875,0.53125,0.0,0.6400192307692307,0.35998076923076927,0.0,0.35118260869565215,0.6488173913043478,0.0,0.5289612903225805,0.47103870967741945,0.0,11.2313,9.3595,17.0,14.9228,14.602200000000002,34.268,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,3.2,4.6,5.8,7.0,10.0,1.7,3.5,5.0,6.3,8.9,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,32.952021912597374,23.69,9.794892,31.932,60000.0,200.51,29380.0,158912.0,172203.0,371059.0,1083.710154,3.137945,4.42127,0.012573,0.01199,0.02962,0.106608,5995.075242,71584.7871,8208.744807000001,20876.169690000002,65538.223161,{},nl,"{'area_attribute': 'number_of_residences', 'value': 172203, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
13,BU00140900_vinkhuizen_noord,790,790,neighbourhood,2016,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,61970.42043,1832.0,0.002,0.25,53255.83006,1380.0,0.002,0.25,31295.06232,728.0,0.002,0.25,22076.96228,400.0,0.002,0.25,18591.12613,500.0,0.002,0.0,0.0,1361.35634547,0.427,0.0,0.6818181818181819,0.3181818181818182,0.46875,0.53125,0.0,0.3076923076923077,0.6923076923076923,0.0,0.43478260869565216,0.5652173913043479,0.0,0.5806451612903226,0.4193548387096774,0.0,37.0,18.0,17.0,13.0,13.0,31.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,4.8,4.8,4.8,4.8,4.8,4.1,4.1,4.1,4.1,4.1,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.530820652285646,0.0,0.014572433,0.0,60000.0,0.86,21.0,1695.0,2774.0,6280.0,8.6,0.02778002,0.000805192,0.0,0.0,0.0,0.0,0.0,1606.9580751002552,49.55377324097703,255.8592781625957,861.6288734961721,{},nl,"{'area_attribute': 'number_of_residences', 'value': 2774, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
14,BU00140203_kostverloren,718,718,neighbourhood,2016,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,38189.64436,1832.0,0.002,0.25,32819.22562,1380.0,0.002,0.25,19285.7704,728.0,0.002,0.25,13605.0608,400.0,0.002,0.25,11456.89331,500.0,0.002,0.0,0.0,1361.35634547,0.427,0.2608695652173913,0.7391304347826086,0.0,0.46875,0.53125,0.0,0.6538461538461539,0.34615384615384615,0.0,0.43478260869565216,0.5652173913043479,0.0,0.5806451612903226,0.4193548387096774,0.0,17.0,9.0,17.0,13.0,13.0,46.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,3.7,3.7,3.7,3.7,3.7,2.6,2.6,2.6,2.6,2.6,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2625399909646382,0.0,0.00766225,0.0,60000.0,0.25,22.0,585.0,1372.0,2250.0,2.5,0.016010234,0.000982924,0.0,0.0,0.0,0.0,5.200909780136467,1194.128885519333,4.160727824109173,29.12509476876422,139.3843821076573,{},nl,"{'area_attribute': 'number_of_residences', 'value': 1372, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
15,RES26_cleantechregio,100060,100060,res,2018,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,14340103.22,18320.0,0.02,0.25,12323526.21,138000.0,0.2,0.25,7241752.128,72800.0,0.2,0.25,5108661.773,4000.0,0.02,0.25,4302030.967,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.5217391304347826,0.4782608695652174,0.0,0.46875,0.53125,0.0,0.5,0.5,0.0,0.08695652173913043,0.9130434782608696,0.0,0.3225806451612903,0.6774193548387097,0.0,11.0,13.0,17.0,21.0,21.0,43.1026,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,6.94921,7.770397,8.483978,10.326685,13.863716,5.752316,6.9747,7.839623,9.388267,12.026644,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,28.750233923091887,529.93,2.952387,0.0,60000.0,1036.01,13833.0,172744.0,150245.0,338814.0,12500.0,7.718102142,5.419371648,0.456494,0.012856,0.026558,0.27637,32654.398545,36253.81801,17802.379805,21256.96309,42277.44055,{},nl2018,"{'area_attribute': 'number_of_residences', 'value': 150245, 'base_value': 7587964}",False,True,2021-03-25T13:22:21.000+00:00,True
16,GM0277_rozendaal,100041,100041,municipality,2018,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,39562.1153508334,18320.0,0.02,0.25,33998.6928776328,138000.0,0.2,0.25,19978.8682527132,72800.0,0.2,0.25,14094.0035940586,4000.0,0.02,0.25,11868.6346047784,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.5217391304347826,0.4782608695652174,0.0,0.46875,0.53125,0.0,0.5,0.5,0.0,0.43478260869565216,0.5652173913043479,0.0,0.5806451612903226,0.4193548387096774,0.0,11.0,13.0,17.0,13.0,13.0,0.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,17.7,17.9,18.0,18.1,18.1,13.0,13.0,13.0,13.0,13.2,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1266774591972234,0.51,0.00788753172048324,0.0,60000.0,27.9,17.0,920.0,662.0,1575.0,12500.0,0.03201544,0.00563017,4.4111726e-05,8.20075426e-05,0.0001104758754,4.683425599e-05,212.67873303167423,11.98190045248869,222.6636500754148,93.85822021116137,120.81749622926093,{},nl2018,"{'area_attribute': 'number_of_residences', 'value': 662, 'base_value': 7587964}",False,True,2021-03-24T13:19:29.000+00:00,True
17,PV29_zeeland,904,904,province,2016,True,True,True,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,20637377.841991,18320.0,0.02,0.25,17735246.581923,138000.0,0.2,0.25,10421875.810489,72800.0,0.2,0.25,7352065.856379,4000.0,0.02,0.25,6191213.352351,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.47306956521739135,0.5269304347826087,0.0,0.38930937499999996,0.610690625,0.0,0.5041923076923077,0.4958076923076923,0.0,0.19207391304347826,0.8079260869565217,0.0,0.3870935483870968,0.6129064516129032,0.0,12.119399999999999,12.891,19.5421,18.5823,19.0001,40.1702,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,6.1,7.3,8.4,9.4,12.3,4.5,6.1,7.1,8.0,10.4,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,35.1350074934462,1369.34,9.944326,109.731,60000.0,1782.84,55381.0,194741.0,183611.0,381252.0,1113.479699,3.447272,1.723636,0.529316,0.016844,0.04035,0.529827,43542.981428,33246.44377,22342.337313,28693.625414,55785.612075000005,{},nl,"{'area_attribute': 'number_of_residences', 'value': 183611, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
18,PV25_gelderland,100054,100054,province,2018,True,True,True,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,84995714.06,18320.0,0.02,0.25,73043191.76,138000.0,0.2,0.25,42922835.6,72800.0,0.2,0.25,30279723.13,4000.0,0.02,0.25,25498714.22,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.49975217391304344,0.5002478260869565,0.0,0.42723749999999994,0.5727625000000001,0.0,0.52105,0.47895,0.0,0.11146956521739133,0.8885304347826086,0.0,0.3315612903225806,0.6684387096774194,0.0,11.505700000000001,12.4527,18.328400000000002,20.4362,20.721600000000002,43.892900000000004,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,6.639145,7.316417,8.045456,9.420693,12.305606,5.846091,7.041788,7.928248,9.210714,11.554992,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,171.06987170735127,2960.15,16.434977,1.839,60000.0,4927.59,77959.0,1011151.0,893989.0,2060103.0,12500.0,49.21193172,37.2584256,2.875134,0.076762,0.160065,1.248895,160097.33809799998,222048.09383099998,107201.796946,137493.720222,267148.050903,{},nl2018,"{'area_attribute': 'number_of_residences', 'value': 893989, 'base_value': 7587964}",False,True,2021-03-25T13:22:21.000+00:00,True
19,GM0294_winterswijk,100050,100050,municipality,2018,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,1044905.28191319,18320.0,0.02,0.25,897965.476591595,138000.0,0.2,0.25,527677.167380485,72800.0,0.2,0.25,372247.506690137,4000.0,0.02,0.25,313471.5845615,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.5217391304347826,0.4782608695652174,0.0,0.46875,0.53125,0.0,0.6538461538461539,0.34615384615384615,0.0,0.43478260869565216,0.5652173913043479,0.0,0.5806451612903226,0.4193548387096774,0.0,11.0,9.0,17.0,13.0,13.0,46.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,6.9,7.4,8.2,11.6,16.6,5.7,7.5,8.5,11.4,15.2,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.486284331343691,105.21,0.218731124142917,0.0,60000.0,137.95,1346.0,14067.0,12993.0,28987.0,12500.0,0.894893902,0.642335918,0.0850075158,0.001155531022,0.001972586576,0.001682035318904,2666.6144502781917,2786.7597366977507,2082.178904474571,2167.706057519003,3289.7408510304836,{},nl2018,"{'area_attribute': 'number_of_residences', 'value': 12993, 'base_value': 7587964}",False,True,2021-03-24T13:19:29.000+00:00,True
20,GM0637_zoetermeer,901,901,municipality,2017,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,3848818.494,18320.0,0.02,0.25,3307578.393,138000.0,0.2,0.25,1943653.34,72800.0,0.2,0.25,1371141.589,4000.0,0.02,0.25,1154645.548,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.2608695652173913,0.7391304347826086,0.0,0.46875,0.53125,0.0,0.3076923076923077,0.6923076923076923,0.0,0.08695652173913043,0.9130434782608696,0.0,0.3225806451612903,0.6774193548387097,0.0,17.0,18.0,17.0,21.0,21.0,46.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,2.7,4.2,4.9,5.3,6.1,1.8,3.2,4.1,4.6,5.4,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.596703410822718,7.07,0.493057295215278,0.0,60000.0,34.51,2214.0,55871.0,55826.0,124763.0,12500.0,0.90776567440544,0.45388283720272,0.007692521,0.00369275,0.009915196,0.13773382,1235.3624686940966,23855.378568872988,1159.4630769230769,6792.9955635062615,22782.800322003583,{},nl,"{'area_attribute': 'number_of_residences', 'value': 55377, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
21,BU00140808_peizerweg,741,741,neighbourhood,2016,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,102769.9131,1832.0,0.002,0.25,88317.89409,1380.0,0.002,0.25,51898.80613,728.0,0.002,0.25,36611.78155,400.0,0.002,0.25,30830.97394,500.0,0.002,0.0,0.0,1361.35634547,0.427,0.5217391304347826,0.4782608695652174,0.0,0.15625,0.84375,0.0,0.0,0.6744186046511628,0.32558139534883723,0.43478260869565216,0.5652173913043479,0.0,0.5806451612903226,0.4193548387096774,0.0,11.0,40.0,27.0,13.0,13.0,54.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,21.1,21.1,21.1,21.1,21.1,19.8,19.8,19.8,19.8,19.8,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0021049124640022013,0.0,0.005265531,0.0,60000.0,0.37,44.0,30.0,11.0,25.0,3.7,0.00301703,0.046205482,0.0,0.0,0.0,0.0,6.0,2.0000000000000004,0.0,2.0000000000000004,1.0000000000000002,{},nl,"{'area_attribute': 'number_of_residences', 'value': 11, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
22,BU00170103_essen,811,811,neighbourhood,2016,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,1287.533844,1832.0,0.002,0.25,1106.474397,1380.0,0.002,0.25,650.2045914,728.0,0.002,0.25,458.683932,400.0,0.002,0.25,386.2601533,500.0,0.002,0.0,0.0,1361.35634547,0.427,0.5217391304347826,0.4782608695652174,0.0,0.0,1.0,0.0,0.8461538461538461,0.15384615384615385,0.0,0.0,0.7391304347826086,0.2608695652173913,0.0,0.8421052631578947,0.15789473684210525,11.0,4.0,32.0,35.0,37.0,46.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,18.0,18.0,18.0,18.0,18.0,24.1,24.1,24.1,24.1,24.1,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.006697448749097914,0.0,0.00045989,0.0,60000.0,0.72,0.0,55.0,35.0,90.0,7.2,0.000739394,0.0,0.0,0.0,0.0,0.0,18.529411764705884,0.0,16.470588235294116,0.0,0.0,{},nl,"{'area_attribute': 'number_of_residences', 'value': 35, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
23,GM0180_staphorst,10015,10015,municipality,2017,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,679895.198534068,18320.0,0.02,0.25,584284.936206021,138000.0,0.2,0.25,343347.075269025,72800.0,0.2,0.25,242212.664483334,4000.0,0.02,0.25,203968.559552115,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.5217391304347826,0.4782608695652174,0.0,0.46875,0.53125,0.0,0.5,0.5,0.0,0.08695652173913043,0.9130434782608696,0.0,0.3225806451612903,0.6774193548387097,0.0,11.0,13.0,17.0,21.0,21.0,46.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,10.4,11.6,13.1,15.3,18.4,9.8,10.8,12.7,14.8,17.1,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1014432857087884,112.25,0.135008310257613,0.0,60000.0,134.18,554.0,8576.0,5756.0,16691.0,12500.0,0.182082580653121,0.0910412903265605,0.12488079,0.00067690987142,0.00199188412,0.000464355539758,2420.4972413793107,798.8931034482758,1178.9875862068966,562.6986206896551,794.9234482758621,{},nl,"{'area_attribute': 'number_of_residences', 'value': 5756, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
