index,unit,share_group,key,related_node,node_source_url,step_value,draw_to_min,draw_to_max,disabled,translated_name,sanitized_description,fixed,has_flash_movie,additional_specs,group,subgroup
363,boolean,,settings_satisfy_export_with_dispatchables,,,1.0,,,False,Use dispatchables for exported electricity?,,False,False,{},Import/Export,Electricity interconnectors
364,MW,,electricity_interconnector_1_capacity,,,0.1,,,False,Interconnector capacity,The interconnectors with neighbouring countries have limited capacity. Using this slider you can change the interconnector capacity from its present value.,False,False,{},Import/Export,Interconnector 1
365,%,,electricity_interconnector_1_import_availability,,,0.1,,,False,Availability for import,"It is very likely that not all of the physical interconnector capacity can be used during times of excess electricity production. When there is to much electricity production by wind turbines and solar panels, this is probably also true for the neighbouring countries. Using this slider you can set the percentage of the interconnector capacity that is available for import.",False,False,{},Import/Export,Interconnector 1
366,%,,electricity_interconnector_1_export_availability,,,0.1,,,False,Availability for export,"It is very likely that not all of the physical interconnector capacity can be used during times of excess electricity production. When there is to much electricity production by wind turbines and solar panels, this is probably also true for the neighbouring countries. Using this slider you can set the percentage of the interconnector capacity that is available for export.",False,False,{},Import/Export,Interconnector 1
367,g/kWh,,electricity_interconnector_1_co2_emissions_present,,,1.0,,,False,Present import,"The average emission in gram CO<sub>2</sub> emissions per kWh of the Dutch electricity grid is 527 gram  <a href=""https://www.cbs.nl/nl-nl/achtergrond/2017/06/rendementen-en-co2-emissie-elektriciteitsproductie-2015"" target =""_blank"">(CBS, 2015)</a>.

</p>

The European electricity mix has an average of 275.9  gram CO<sub>2</sub> emissions per kWh <a href=""https://www.eea.europa.eu/data-and-maps/daviz/co2-emission-intensity-3#tab-googlechartid_chart_11_filters=%7B%22rowFilters%22%3A%7B%7D%3B%22columnFilters%22%3A%7B%22pre_config_ugeo%22%3A%5B%22European%20Union%20(28%20countries)%22%5D%7D%7D"" target =""_blank"">(EEA, 2014)</a>. 

</p>

You can find more information about carrier, technology, and country specific emissions per kWh in our <a href=""https://docs.energytransitionmodel.com/main/co2-emissions-import-export"" target =""_blank"">documentation</a>. ",False,False,{},Import/Export,Interconnector 1
368,g/kWh,,electricity_interconnector_1_co2_emissions_future,,,1.0,,,False,Future import,"In some scenarios you will import electricity from outside your area. The production and distribution of this electricity could have caused CO<sub>2</sub> emissions elsewhere. How much of these emissions do you want to attribute to your region? As a default, gram CO<sub>2</sub> per kWh of imported electricity is set equal to the Dutch electricity mix. 

</p>
This electricity could come from renewable sources like sun and wind, with an emission close to 0 gram CO<sub>2</sub>/kWh. 

</p>

On the other hand, this imported electricity could also be a peek demand just when there is not much wind and sun available. In this case this electricity could come from gas (380 -1000 gCO<sub>2</sub>/kWh), coal (660 -1050 gCO<sub>2</sub>/kWh), or even lignite (800 -1300 gCO<sub>2</sub>/kWh) with quite high CO<sub>2</sub> emissions per kWh. <a href=""https://docs.energytransitionmodel.com/main/co2-emissions-import-export"" target =""_blank"">(Turconi et al, 2013)</a>. 


</p>

You can find more information about carrier, technology, and country specific emissions per kWh in our <a href=""https://docs.energytransitionmodel.com/main/co2-emissions-import-export"" target =""_blank"">documentation</a>. ",False,False,{},Import/Export,Interconnector 1
369,€/MWh,,electricity_interconnector_1_marginal_costs,,,0.1,,,False,Cost of electricity in external market,"Do you think that when you have to import electricity that on average it will be cheap because of peak production, or will it be expensive because of peak demand?
</p>

The average costs of electricity at the Central West European market was around 35 €/MWh in 2015. However this fluctuates a lot. <a href=""https://docs.energytransitionmodel.com/main/costs-imported-electricity"" target =""_blank"">(European Commission, 2015)</a>. 


</p>

For more information about the fluctuating prices see the <a href=""https://docs.energytransitionmodel.com/main/costs-imported-electricity"" target =""_blank"">documentation</a>. ",False,False,{},Import/Export,Interconnector 1
370,MW,,electricity_interconnector_2_capacity,,,0.1,,,False,Interconnector capacity,The interconnectors with neighbouring countries have limited capacity. Using this slider you can change the interconnector capacity from its present value.,False,False,{},Import/Export,Interconnector 2
371,%,,electricity_interconnector_2_import_availability,,,0.1,,,False,Availability for import,"It is very likely that not all of the physical interconnector capacity can be used during times of excess electricity production. When there is to much electricity production by wind turbines and solar panels, this is probably also true for the neighbouring countries. Using this slider you can set the percentage of the interconnector capacity that is available for import.",False,False,{},Import/Export,Interconnector 2
372,%,,electricity_interconnector_2_export_availability,,,0.1,,,False,Availability for export,"It is very likely that not all of the physical interconnector capacity can be used during times of excess electricity production. When there is to much electricity production by wind turbines and solar panels, this is probably also true for the neighbouring countries. Using this slider you can set the percentage of the interconnector capacity that is available for export.",False,False,{},Import/Export,Interconnector 2
373,g/kWh,,electricity_interconnector_2_co2_emissions_present,,,1.0,,,False,Present import,"The average emission in gram CO<sub>2</sub> emissions per kWh of the Dutch electricity grid is 527 gram  <a href=""https://www.cbs.nl/nl-nl/achtergrond/2017/06/rendementen-en-co2-emissie-elektriciteitsproductie-2015"" target =""_blank"">(CBS, 2015)</a>.

</p>

The European electricity mix has an average of 275.9  gram CO<sub>2</sub> emissions per kWh <a href=""https://www.eea.europa.eu/data-and-maps/daviz/co2-emission-intensity-3#tab-googlechartid_chart_11_filters=%7B%22rowFilters%22%3A%7B%7D%3B%22columnFilters%22%3A%7B%22pre_config_ugeo%22%3A%5B%22European%20Union%20(28%20countries)%22%5D%7D%7D"" target =""_blank"">(EEA, 2014)</a>. 

</p>

You can find more information about carrier, technology, and country specific emissions per kWh in our <a href=""https://docs.energytransitionmodel.com/main/co2-emissions-import-export"" target =""_blank"">documentation</a>. ",False,False,{},Import/Export,Interconnector 2
374,g/kWh,,electricity_interconnector_2_co2_emissions_future,,,1.0,,,False,Future import,"In some scenarios you will import electricity from outside your area. The production and distribution of this electricity could have caused CO<sub>2</sub> emissions elsewhere. How much of these emissions do you want to attribute to your region? As a default, gram CO<sub>2</sub> per kWh of imported electricity is set equal to the Dutch electricity mix. 

</p>
This electricity could come from renewable sources like sun and wind, with an emission close to 0 gram CO<sub>2</sub>/kWh. 

</p>

On the other hand, this imported electricity could also be a peek demand just when there is not much wind and sun available. In this case this electricity could come from gas (380 -1000 gCO<sub>2</sub>/kWh), coal (660 -1050 gCO<sub>2</sub>/kWh), or even lignite (800 -1300 gCO<sub>2</sub>/kWh) with quite high CO<sub>2</sub> emissions per kWh. <a href=""https://docs.energytransitionmodel.com/main/co2-emissions-import-export"" target =""_blank"">(Turconi et al, 2013)</a>. 


</p>

You can find more information about carrier, technology, and country specific emissions per kWh in our <a href=""https://docs.energytransitionmodel.com/main/co2-emissions-import-export"" target =""_blank"">documentation</a>. ",False,False,{},Import/Export,Interconnector 2
375,€/MWh,,electricity_interconnector_2_marginal_costs,,,0.1,,,False,Cost of electricity in external market,"Do you think that when you have to import electricity that on average it will be cheap because of peak production, or will it be expensive because of peak demand?
</p>

The average costs of electricity at the Central West European market was around 35 €/MWh in 2015. However this fluctuates a lot. <a href=""https://docs.energytransitionmodel.com/main/costs-imported-electricity"" target =""_blank"">(European Commission, 2015)</a>. 


</p>

For more information about the fluctuating prices see the <a href=""https://docs.energytransitionmodel.com/main/costs-imported-electricity"" target =""_blank"">documentation</a>. ",False,False,{},Import/Export,Interconnector 2
376,MW,,electricity_interconnector_3_capacity,,,0.1,,,False,Interconnector capacity,The interconnectors with neighbouring countries have limited capacity. Using this slider you can change the interconnector capacity from its present value.,False,False,{},Import/Export,Interconnector 3
377,%,,electricity_interconnector_3_import_availability,,,0.1,,,False,Availability for import,"It is very likely that not all of the physical interconnector capacity can be used during times of excess electricity production. When there is to much electricity production by wind turbines and solar panels, this is probably also true for the neighbouring countries. Using this slider you can set the percentage of the interconnector capacity that is available for import.",False,False,{},Import/Export,Interconnector 3
378,%,,electricity_interconnector_3_export_availability,,,0.1,,,False,Availability for export,"It is very likely that not all of the physical interconnector capacity can be used during times of excess electricity production. When there is to much electricity production by wind turbines and solar panels, this is probably also true for the neighbouring countries. Using this slider you can set the percentage of the interconnector capacity that is available for export.",False,False,{},Import/Export,Interconnector 3
379,g/kWh,,electricity_interconnector_3_co2_emissions_present,,,1.0,,,False,Present import,"The average emission in gram CO<sub>2</sub> emissions per kWh of the Dutch electricity grid is 527 gram  <a href=""https://www.cbs.nl/nl-nl/achtergrond/2017/06/rendementen-en-co2-emissie-elektriciteitsproductie-2015"" target =""_blank"">(CBS, 2015)</a>.

</p>

The European electricity mix has an average of 275.9  gram CO<sub>2</sub> emissions per kWh <a href=""https://www.eea.europa.eu/data-and-maps/daviz/co2-emission-intensity-3#tab-googlechartid_chart_11_filters=%7B%22rowFilters%22%3A%7B%7D%3B%22columnFilters%22%3A%7B%22pre_config_ugeo%22%3A%5B%22European%20Union%20(28%20countries)%22%5D%7D%7D"" target =""_blank"">(EEA, 2014)</a>. 

</p>

You can find more information about carrier, technology, and country specific emissions per kWh in our <a href=""https://docs.energytransitionmodel.com/main/co2-emissions-import-export"" target =""_blank"">documentation</a>. ",False,False,{},Import/Export,Interconnector 3
380,g/kWh,,electricity_interconnector_3_co2_emissions_future,,,1.0,,,False,Future import,"In some scenarios you will import electricity from outside your area. The production and distribution of this electricity could have caused CO<sub>2</sub> emissions elsewhere. How much of these emissions do you want to attribute to your region? As a default, gram CO<sub>2</sub> per kWh of imported electricity is set equal to the Dutch electricity mix. 

</p>
This electricity could come from renewable sources like sun and wind, with an emission close to 0 gram CO<sub>2</sub>/kWh. 

</p>

On the other hand, this imported electricity could also be a peek demand just when there is not much wind and sun available. In this case this electricity could come from gas (380 -1000 gCO<sub>2</sub>/kWh), coal (660 -1050 gCO<sub>2</sub>/kWh), or even lignite (800 -1300 gCO<sub>2</sub>/kWh) with quite high CO<sub>2</sub> emissions per kWh. <a href=""https://docs.energytransitionmodel.com/main/co2-emissions-import-export"" target =""_blank"">(Turconi et al, 2013)</a>. 


</p>

You can find more information about carrier, technology, and country specific emissions per kWh in our <a href=""https://docs.energytransitionmodel.com/main/co2-emissions-import-export"" target =""_blank"">documentation</a>. ",False,False,{},Import/Export,Interconnector 3
381,€/MWh,,electricity_interconnector_3_marginal_costs,,,0.1,,,False,Cost of electricity in external market,"Do you think that when you have to import electricity that on average it will be cheap because of peak production, or will it be expensive because of peak demand?
</p>

The average costs of electricity at the Central West European market was around 35 €/MWh in 2015. However this fluctuates a lot. <a href=""https://docs.energytransitionmodel.com/main/costs-imported-electricity"" target =""_blank"">(European Commission, 2015)</a>. 


</p>

For more information about the fluctuating prices see the <a href=""https://docs.energytransitionmodel.com/main/costs-imported-electricity"" target =""_blank"">documentation</a>. ",False,False,{},Import/Export,Interconnector 3
382,MW,,electricity_interconnector_4_capacity,,,0.1,,,False,Interconnector capacity,The interconnectors with neighbouring countries have limited capacity. Using this slider you can change the interconnector capacity from its present value.,False,False,{},Import/Export,Interconnector 4
383,%,,electricity_interconnector_4_import_availability,,,0.1,,,False,Availability for import,"It is very likely that not all of the physical interconnector capacity can be used during times of excess electricity production. When there is to much electricity production by wind turbines and solar panels, this is probably also true for the neighbouring countries. Using this slider you can set the percentage of the interconnector capacity that is available for import.",False,False,{},Import/Export,Interconnector 4
384,%,,electricity_interconnector_4_export_availability,,,0.1,,,False,Availability for export,"It is very likely that not all of the physical interconnector capacity can be used during times of excess electricity production. When there is to much electricity production by wind turbines and solar panels, this is probably also true for the neighbouring countries. Using this slider you can set the percentage of the interconnector capacity that is available for export.",False,False,{},Import/Export,Interconnector 4
385,g/kWh,,electricity_interconnector_4_co2_emissions_present,,,1.0,,,False,Present import,"The average emission in gram CO<sub>2</sub> emissions per kWh of the Dutch electricity grid is 527 gram  <a href=""https://www.cbs.nl/nl-nl/achtergrond/2017/06/rendementen-en-co2-emissie-elektriciteitsproductie-2015"" target =""_blank"">(CBS, 2015)</a>.

</p>

The European electricity mix has an average of 275.9  gram CO<sub>2</sub> emissions per kWh <a href=""https://www.eea.europa.eu/data-and-maps/daviz/co2-emission-intensity-3#tab-googlechartid_chart_11_filters=%7B%22rowFilters%22%3A%7B%7D%3B%22columnFilters%22%3A%7B%22pre_config_ugeo%22%3A%5B%22European%20Union%20(28%20countries)%22%5D%7D%7D"" target =""_blank"">(EEA, 2014)</a>. 

</p>

You can find more information about carrier, technology, and country specific emissions per kWh in our <a href=""https://docs.energytransitionmodel.com/main/co2-emissions-import-export"" target =""_blank"">documentation</a>. ",False,False,{},Import/Export,Interconnector 4
386,g/kWh,,electricity_interconnector_4_co2_emissions_future,,,1.0,,,False,Future import,"In some scenarios you will import electricity from outside your area. The production and distribution of this electricity could have caused CO<sub>2</sub> emissions elsewhere. How much of these emissions do you want to attribute to your region? As a default, gram CO<sub>2</sub> per kWh of imported electricity is set equal to the Dutch electricity mix. 

</p>
This electricity could come from renewable sources like sun and wind, with an emission close to 0 gram CO<sub>2</sub>/kWh. 

</p>

On the other hand, this imported electricity could also be a peek demand just when there is not much wind and sun available. In this case this electricity could come from gas (380 -1000 gCO<sub>2</sub>/kWh), coal (660 -1050 gCO<sub>2</sub>/kWh), or even lignite (800 -1300 gCO<sub>2</sub>/kWh) with quite high CO<sub>2</sub> emissions per kWh. <a href=""https://docs.energytransitionmodel.com/main/co2-emissions-import-export"" target =""_blank"">(Turconi et al, 2013)</a>. 


</p>

You can find more information about carrier, technology, and country specific emissions per kWh in our <a href=""https://docs.energytransitionmodel.com/main/co2-emissions-import-export"" target =""_blank"">documentation</a>. ",False,False,{},Import/Export,Interconnector 4
387,€/MWh,,electricity_interconnector_4_marginal_costs,,,0.1,,,False,Cost of electricity in external market,"Do you think that when you have to import electricity that on average it will be cheap because of peak production, or will it be expensive because of peak demand?
</p>

The average costs of electricity at the Central West European market was around 35 €/MWh in 2015. However this fluctuates a lot. <a href=""https://docs.energytransitionmodel.com/main/costs-imported-electricity"" target =""_blank"">(European Commission, 2015)</a>. 


</p>

For more information about the fluctuating prices see the <a href=""https://docs.energytransitionmodel.com/main/costs-imported-electricity"" target =""_blank"">documentation</a>. ",False,False,{},Import/Export,Interconnector 4
388,MW,,electricity_interconnector_5_capacity,,,0.1,,,False,Interconnector capacity,The interconnectors with neighbouring countries have limited capacity. Using this slider you can change the interconnector capacity from its present value.,False,False,{},Import/Export,Interconnector 5
389,%,,electricity_interconnector_5_import_availability,,,0.1,,,False,Availability for import,"It is very likely that not all of the physical interconnector capacity can be used during times of excess electricity production. When there is to much electricity production by wind turbines and solar panels, this is probably also true for the neighbouring countries. Using this slider you can set the percentage of the interconnector capacity that is available for import.",False,False,{},Import/Export,Interconnector 5
390,%,,electricity_interconnector_5_export_availability,,,0.1,,,False,Availability for export,"It is very likely that not all of the physical interconnector capacity can be used during times of excess electricity production. When there is to much electricity production by wind turbines and solar panels, this is probably also true for the neighbouring countries. Using this slider you can set the percentage of the interconnector capacity that is available for export.",False,False,{},Import/Export,Interconnector 5
391,g/kWh,,electricity_interconnector_5_co2_emissions_present,,,1.0,,,False,Present import,"The average emission in gram CO<sub>2</sub> emissions per kWh of the Dutch electricity grid is 527 gram  <a href=""https://www.cbs.nl/nl-nl/achtergrond/2017/06/rendementen-en-co2-emissie-elektriciteitsproductie-2015"" target =""_blank"">(CBS, 2015)</a>.

</p>

The European electricity mix has an average of 275.9  gram CO<sub>2</sub> emissions per kWh <a href=""https://www.eea.europa.eu/data-and-maps/daviz/co2-emission-intensity-3#tab-googlechartid_chart_11_filters=%7B%22rowFilters%22%3A%7B%7D%3B%22columnFilters%22%3A%7B%22pre_config_ugeo%22%3A%5B%22European%20Union%20(28%20countries)%22%5D%7D%7D"" target =""_blank"">(EEA, 2014)</a>. 

</p>

You can find more information about carrier, technology, and country specific emissions per kWh in our <a href=""https://docs.energytransitionmodel.com/main/co2-emissions-import-export"" target =""_blank"">documentation</a>. ",False,False,{},Import/Export,Interconnector 5
392,g/kWh,,electricity_interconnector_5_co2_emissions_future,,,1.0,,,False,Future import,"In some scenarios you will import electricity from outside your area. The production and distribution of this electricity could have caused CO<sub>2</sub> emissions elsewhere. How much of these emissions do you want to attribute to your region? As a default, gram CO<sub>2</sub> per kWh of imported electricity is set equal to the Dutch electricity mix. 

</p>
This electricity could come from renewable sources like sun and wind, with an emission close to 0 gram CO<sub>2</sub>/kWh. 

</p>

On the other hand, this imported electricity could also be a peek demand just when there is not much wind and sun available. In this case this electricity could come from gas (380 -1000 gCO<sub>2</sub>/kWh), coal (660 -1050 gCO<sub>2</sub>/kWh), or even lignite (800 -1300 gCO<sub>2</sub>/kWh) with quite high CO<sub>2</sub> emissions per kWh. <a href=""https://docs.energytransitionmodel.com/main/co2-emissions-import-export"" target =""_blank"">(Turconi et al, 2013)</a>. 


</p>

You can find more information about carrier, technology, and country specific emissions per kWh in our <a href=""https://docs.energytransitionmodel.com/main/co2-emissions-import-export"" target =""_blank"">documentation</a>. ",False,False,{},Import/Export,Interconnector 5
393,€/MWh,,electricity_interconnector_5_marginal_costs,,,0.1,,,False,Cost of electricity in external market,"Do you think that when you have to import electricity that on average it will be cheap because of peak production, or will it be expensive because of peak demand?
</p>

The average costs of electricity at the Central West European market was around 35 €/MWh in 2015. However this fluctuates a lot. <a href=""https://docs.energytransitionmodel.com/main/costs-imported-electricity"" target =""_blank"">(European Commission, 2015)</a>. 


</p>

For more information about the fluctuating prices see the <a href=""https://docs.energytransitionmodel.com/main/costs-imported-electricity"" target =""_blank"">documentation</a>. ",False,False,{},Import/Export,Interconnector 5
394,MW,,electricity_interconnector_6_capacity,,,0.1,,,False,Interconnector capacity,The interconnectors with neighbouring countries have limited capacity. Using this slider you can change the interconnector capacity from its present value.,False,False,{},Import/Export,Interconnector 6
395,%,,electricity_interconnector_6_import_availability,,,0.1,,,False,Availability for import,"It is very likely that not all of the physical interconnector capacity can be used during times of excess electricity production. When there is to much electricity production by wind turbines and solar panels, this is probably also true for the neighbouring countries. Using this slider you can set the percentage of the interconnector capacity that is available for import.",False,False,{},Import/Export,Interconnector 6
396,%,,electricity_interconnector_6_export_availability,,,0.1,,,False,Availability for export,"It is very likely that not all of the physical interconnector capacity can be used during times of excess electricity production. When there is to much electricity production by wind turbines and solar panels, this is probably also true for the neighbouring countries. Using this slider you can set the percentage of the interconnector capacity that is available for export.",False,False,{},Import/Export,Interconnector 6
397,g/kWh,,electricity_interconnector_6_co2_emissions_present,,,1.0,,,False,Present import,"The average emission in gram CO<sub>2</sub> emissions per kWh of the Dutch electricity grid is 527 gram  <a href=""https://www.cbs.nl/nl-nl/achtergrond/2017/06/rendementen-en-co2-emissie-elektriciteitsproductie-2015"" target =""_blank"">(CBS, 2015)</a>.

</p>

The European electricity mix has an average of 275.9  gram CO<sub>2</sub> emissions per kWh <a href=""https://www.eea.europa.eu/data-and-maps/daviz/co2-emission-intensity-3#tab-googlechartid_chart_11_filters=%7B%22rowFilters%22%3A%7B%7D%3B%22columnFilters%22%3A%7B%22pre_config_ugeo%22%3A%5B%22European%20Union%20(28%20countries)%22%5D%7D%7D"" target =""_blank"">(EEA, 2014)</a>. 

</p>

You can find more information about carrier, technology, and country specific emissions per kWh in our <a href=""https://docs.energytransitionmodel.com/main/co2-emissions-import-export"" target =""_blank"">documentation</a>. ",False,False,{},Import/Export,Interconnector 6
398,g/kWh,,electricity_interconnector_6_co2_emissions_future,,,1.0,,,False,Future import,"In some scenarios you will import electricity from outside your area. The production and distribution of this electricity could have caused CO<sub>2</sub> emissions elsewhere. How much of these emissions do you want to attribute to your region? As a default, gram CO<sub>2</sub> per kWh of imported electricity is set equal to the Dutch electricity mix. 

</p>
This electricity could come from renewable sources like sun and wind, with an emission close to 0 gram CO<sub>2</sub>/kWh. 

</p>

On the other hand, this imported electricity could also be a peek demand just when there is not much wind and sun available. In this case this electricity could come from gas (380 -1000 gCO<sub>2</sub>/kWh), coal (660 -1050 gCO<sub>2</sub>/kWh), or even lignite (800 -1300 gCO<sub>2</sub>/kWh) with quite high CO<sub>2</sub> emissions per kWh. <a href=""https://docs.energytransitionmodel.com/main/co2-emissions-import-export"" target =""_blank"">(Turconi et al, 2013)</a>. 


</p>

You can find more information about carrier, technology, and country specific emissions per kWh in our <a href=""https://docs.energytransitionmodel.com/main/co2-emissions-import-export"" target =""_blank"">documentation</a>. ",False,False,{},Import/Export,Interconnector 6
399,€/MWh,,electricity_interconnector_6_marginal_costs,,,0.1,,,False,Cost of electricity in external market,"Do you think that when you have to import electricity that on average it will be cheap because of peak production, or will it be expensive because of peak demand?
</p>

The average costs of electricity at the Central West European market was around 35 €/MWh in 2015. However this fluctuates a lot. <a href=""https://docs.energytransitionmodel.com/main/costs-imported-electricity"" target =""_blank"">(European Commission, 2015)</a>. 


</p>

For more information about the fluctuating prices see the <a href=""https://docs.energytransitionmodel.com/main/costs-imported-electricity"" target =""_blank"">documentation</a>. ",False,False,{},Import/Export,Interconnector 6
400,degC,,flexibility_outdoor_temperature,,,0.1,,,False,Outdoor temperature,"By how much do you think the outdoor temperature will change in the future?<br/><br/> Your choice will affect the useful demand for heating and cooling in households, buildings and agriculture. <br/><br/>For more information consult our <a href=""https://docs.energytransitionmodel.com/main/outdoor-temperature"" target =""_blank"">documentation</a>.",False,False,{},Weather conditions,Weather conditions
401,#,,flh_of_energy_power_wind_turbine_inland,,,1.0,,,False,Onshore inland,"By increasing the full load hours for this type of wind turbine, more electricity will be produced with the same number of turbines. The slider not only increases the number of full load hours but also changes the shape of the hourly production profile for this type of wind turbine. Typically, the peaks will become broader with increasing full load hours as the turbine spends more time running at higher capacity. Take a look at the ‘Electricity production per hour’-chart to see the effect of your changes on the inland wind profile.",False,False,{},Weather conditions,Weather conditions
402,#,,flh_of_energy_power_wind_turbine_coastal,,,1.0,,,False,Onshore coastal,"By increasing the full load hours for this type of wind turbine, more electricity will be produced with the same number of turbines. The slider not only increases the number of full load hours but also changes the shape of the hourly production profile for this type of wind turbine. Typically, the peaks will become broader with increasing full load hours as the turbine spends more time running at higher capacity. Take a look at the ‘Electricity production per hour’-chart to see the effect of your changes on the coastal wind profile.",False,False,{},Weather conditions,Weather conditions
403,#,,flh_of_energy_power_wind_turbine_offshore,,,1.0,,,False,Offshore,"By increasing the full load hours for this type of wind turbine, more electricity will be produced. The slider not only increases the number of full load hours but also changes the shape of the hourly production profile for this type of wind turbine. Typically, the peaks will become broader with increasing full load hours as the turbine spends more time running at higher capacity. Take a look at the ‘Electricity production per hour’-chart to see the effect of your changes on the offshore wind profile.",False,False,{},Weather conditions,Weather conditions
404,#,,flh_of_energy_hydrogen_wind_turbine_offshore,,,1.0,,,False,Offshore wind turbine for H2,"By increasing the full load hours for this type of wind turbine, more electricity will be produced with the same number of turbines. The slider not only increases the number of full load hours but also changes the shape of the hourly production profile for this type of wind turbine. Typically, the peaks will become broader with increasing full load hours as the turbine spends more time running at higher capacity.",False,False,{},Weather conditions,Weather conditions
405,#,,flh_of_solar_pv_solar_radiation,,,1.0,,,False,Solar PV,"With this slider you can make assumptions about the amount of sunshine in your scenario. By increasing the full load hours for solar panels, more electricity will be produced with the same number of panels. The slider not only increases the number of full load hours but also changes the shape of the hourly production profile for solar PV. Typically, the peaks will become broader with increasing full load hours as the solar PV panels spend more time at higher capacity. Take a look at the ‘Electricity production per hour’-chart to see the effect of your changes on the solar PV production profile.
</br></br>
",False,False,{},Weather conditions,Weather conditions
406,weather-curves,,settings_weather_curve_set,,,1.0,,,False,Weather year,translation missing: en.input_elements.settings_weather_curve_set.description,False,False,{},Weather conditions,Weather conditions
407,boolean,,settings_enable_merit_order,,,1.0,,,False,Merit order,,False,False,{},Merit order,Merit order
408, €/MWh,,costs_gas,,,1.0,,,False,Natural gas,"This slider sets the future natural gas price (in €/MWh), which is displayed next to the slider. Gas is mostly traded bilaterally (between two countries or parties) and there is no truly global market. As transport of liquefied gas (LNG) by tankers increases, the gas market will become ever more global. The price of gas currently follows oil prices, but this may well change in future global markets. 
<br/><br/>
For your country it is important to know whether it still has its own supplies of natural gas.",False,False,{},Fuel prices,Fossil fuels
409,$/barrel,,costs_oil,,,1.0,,,False,Oil,"This slider sets the future oil price (in $/barrel) which is displayed next to the slider. There is a well-developed global market for oil. Now that easily accessible oil appears to become more scarce, however, it is increasingly traded bilaterally.
<br/><br/>
The graph below shows how the oil price has varied over the past decades in terms of 2008 dollars per barrel.
<br/><br/>
<img src=""/assets/popups/crude_oil_price.png""  style=""width:440px;height:307px""/>",False,False,{},Fuel prices,Fossil fuels
410,$/tonne,,costs_coal,,,1.0,,,False,Coal,"This slider sets the future coal price (in $/tonne), which is displayed next to the slider. There is a global market for coal, but contracts often cover longer periods than oil contracts.  ",False,False,{},Fuel prices,Fossil fuels
411,€/kg,,costs_uranium,,,1.0,,,False,Uranium,"This slider sets the height of your assumed future uranium price. Costs are compared to current costs. The price you set is displayed next to the slider. There is a global market for uranium, although demand for mined uranium has slumped in the past decades, as power plants consumed the uranium and plutonium of decommissioned nuclear warheads.",False,False,{},Fuel prices,Nuclear fuels
412, €/MWh,,costs_greengas,,,1.0,,,False,Green gas,How much will green gas cost in the future?,False,False,{},Fuel prices,Biofuels
413, €/MWh,,costs_biogas,,,1.0,,,False,Biogas,How much will biogas cost in the future?,False,False,{},Fuel prices,Biofuels
414, €/Tonne,,costs_wood,,,1.0,,,False,Wood,How much will wood cost in the future?,False,False,{},Fuel prices,Biofuels
415, €/liter,,costs_biodiesel,,,0.01,,,False,Biodiesel,How much will biodiesel cost in the future?,False,False,{},Fuel prices,Biofuels
416, €/liter,,costs_bio_ethanol,,,0.01,,,False,Bio-ethanol,How much will bioethanol cost in the future?,False,False,{},Fuel prices,Biofuels
417,%,,costs_heat_infra_indoors,,,0.1,,,False,Indoor costs,"This slider sets the change in future investment and O&M costs for indoor heating infrastructure. This includes indoor pipelines and heat meters. See <a href=""https://docs.energytransitionmodel.com/main/heat-infrastructure-costs"" target =""_blank"">our documentation</a> for more info.",False,False,{},Heat,District heating infrastructure
418,%,,costs_heat_infra_outdoors,,,0.1,,,False,Pipelines and exchanger stations,"This slider sets the change in future investment and O&M costs for outdoor heating infrastructure. This includes district heating pipelines and exchanger stations. See <a href=""https://docs.energytransitionmodel.com/main/heat-infrastructure-costs"">our documentation</a> for more info.",False,False,{},Heat,District heating infrastructure
419,€/MWh,,costs_heat_network_storage,,,0.1,,,False,Seasonal storage,"Scenarios with large amounts of ""must-run"" heat production will often have considerable excesses of heat. Storage allows you to preserve this heat for later use. Seasonal storage can be switched on/off <a href=""/scenario/supply/heat/seasonal-storage-of-heat"" >here</a>.
</br></br>
The start value (43 €/MWh) is based on the potential costs of large-scale ATES (Aquifer Thermal Energy Storage). ATES is the underground storage of warm water in aquifers. If you want to use the costs of another storage system in your scenario, <a href=""https://refman.energytransitionmodel.com/publications/2125"" target =""_blank"">this report</a> from Ecovat gives the costs per technology below. Note: A different technology choice also involves other annual storage losses. You can set this <a href=""/scenario/supply/heat/seasonal-storage-of-heat"" >here</a> and the loss percentages per technology are also shown in the text next to the slider. <ul> <li> Aquifer thermal energy storage (ATES): 43 €/MWh, 30% losses </li> <li> Pit thermal energy storage (PTES): 58 €/MWh, 25% losses </li> <li> Tank Thermal Energy Storage (TTES): 83 €/MWh, 30% losses </li> <li> Bore-hole Thermal Energy Storage (BTES): 79 €/MWh, 50% losses </li> <li> Ecovat: 86 €/MWh, 10% losses </li> </ul> The graph below shows the costs per technology. The costs for the &#39;heat loss compensation&#39; are not taken into account in the costs above as these are already included in the ETM calculation when balancing supply and demand. The black bars in the graph indicate margins of uncertainty in costs due to efficiency bandwidth. The purpose of the graph is to clarify the distribution of costs among the various cost items: systems with higher CAPEX recover costs at low OPEX, higher efficiency and therefore smaller margin of uncertainty. 
<br/><br/>
<img src=""/assets/popups/img_heat_storage_costs.png"" style=""width:410px;height:285px""/>",False,False,{},Heat,District heating infrastructure
